,Unnamed: 0,Q1,Q2A1,Q2A2,Q2A3,Q2A4,Q2A5,Q2_1,Q3A1,Q3A2,Q3A3,Q3A4,Q3B1,Q3B2,Q4,Q4_1A1,Q4_1A2,Q4_1A3,Q4_1A4,Q4_1A5,Q4_1A6,Q4_1A7,Q4_1A8,Q4_1A9,Q4_1A10,Q5_1,Q5_2A1,Q5_2A2,Q5_2A3,Q6_1A1,Q6_1A2,Q6_1A3,Q6_2A1,Q6_2A2,Q6_2A3,Q6_3A1,Q6_3A2,Q6_3A3,Q7,Q8A1,Q8A2,Q8A3,Q9_1A1,Q9_1A2,Q9_1A3,Q9_1A4,Q9_1A5,Q9_1A6,Q9_1A7,Q9_1A8,Q9_1A9,Q9_1A10,Q9_1A11,Q9_1A12,Q9_1A13,Q9_1A14,Q9_1A15,Q9_1A16,Q9_1A17,Q9_1A18,Q9_1A19,Q9_1A20,Q9_2A1,Q9_2A2,Q9_2A3,Q10_1A1,Q10_1A2,Q10_1A3,Q10_1A4,Q10_1A5,Q10_1A6,Q10_1A7,Q10_1A8,Q10_1A9,Q10_1A10,Q10_1A11,Q10_1A12,Q10_1A13,Q10_1A14,Q10_1A15,Q10_1A16,Q10_1A17,Q10_1B1,Q10_1B2,Q10_1B3,Q10_1B4,Q10_1B5,Q10_1B6,Q10_1B7,Q10_1B8,Q10_2_1A1,Q10_2_2A1,Q10_2_3A1,Q10_2_4A1,Q10_2_5A1,Q10_2_6A1,Q10_2_7A1,Q10_2_8A1,Q10_2_9A1,Q10_2_10A1,Q10_2_11A1,Q10_2_12A1,Q10_2_13A1,Q10_2_14A1,Q10_2_15A1,Q10_2_16A1,Q10_2_17A1,MQ10_2_1A1,MQ10_2_2A1,MQ10_2_3A1,MQ10_2_4A1,MQ10_2_5A1,MQ10_2_6A1,MQ10_2_7A1,MQ10_2_8A1,MQ10_2_9A1,MQ10_2_10A1,MQ10_2_11A1,MQ10_2_12A1,MQ10_2_13A1,MQ10_2_14A1,MQ10_2_15A1,MQ10_2_16A1,MQ10_2_17A1,Q10_2_1A2,Q10_2_2A2,Q10_2_3A2,Q10_2_4A2,Q10_2_5A2,Q10_2_6A2,Q10_2_7A2,Q10_2_8A2,Q10_2_9A2,Q10_2_10A2,Q10_2_11A2,Q10_2_12A2,Q10_2_13A2,Q10_2_14A2,Q10_2_15A2,Q10_2_16A2,Q10_2_17A2,MQ10_2_1A2,MQ10_2_2A2,MQ10_2_3A2,MQ10_2_4A2,MQ10_2_5A2,MQ10_2_6A2,MQ10_2_7A2,MQ10_2_8A2,MQ10_2_9A2,MQ10_2_10A2,MQ10_2_11A2,MQ10_2_12A2,MQ10_2_13A2,MQ10_2_14A2,MQ10_2_15A2,MQ10_2_16A2,MQ10_2_17A2,Q10_3A1,MQ10_3A1,CQ10_3A1,Q10_3A2,MQ10_3A2,CQ10_3A2,Q10_4A1,Q10_4A2,Q10_4A3,Q10_4A4,Q10_4A5,Q10_4A6,Q10_4A7,Q10_4A8,Q10_4A9,Q10_4A10,Q10_4A11,Q10_4A12,Q10_4A13,Q10_4A14,Q10_4A15,Q10_4A16,Q10_4A17,Q10_4A18,Q10_4A19,Q10_4A20,Q10_4A21,Q10_4A22,Q10_4A23,Q10_4A24,Q10_4A25,Q10_4A26,Q10_4A27,Q10_4A28,Q10_4A29,Q10_4A30,Q10_5A1,Q10_5A2,Q10_5A3,Q10_5A4,Q10_5A5,Q10_5A6,Q10_5A7,Q10_5A8,Q10_5A9,Q10_5_1,Q10_5_2,Q10_5_3,Q10_5_4,Q10_5_5,Q10_5_6,Q10_5_7,Q10_5_8,Q11A1,Q11A2,Q11A3,Q12_1A1,Q12_1A2,Q12_1A3,Q12_2A1,Q12_2A2,Q12_2A3,Q13,Q14_1T,Q14_1A,Q14_1B,Q14_1C,Q14_2_1,Q14_2_2,Q14_2_3,Q14_2_4,Q14_2_5,Q14_2_6,Q14_2_7,Q14_2_8,Q14_2_9,MQ14_1T,MQ14_1A,MQ14_1B,MQ14_1C,MQ14_2_1,MQ14_2_2,MQ14_2_3,MQ14_2_4,MQ14_2_5,MQ14_2_6,MQ14_2_7,MQ14_2_8,MQ14_2_9,CQ14_1T,CQ14_1A,CQ14_1B,CQ14_1C,CQ14_2_1,CQ14_2_2,CQ14_2_3,CQ14_2_4,CQ14_2_5,CQ14_2_6,CQ14_2_7,CQ14_2_8,CQ14_2_9,I_Q14_1T,I_Q14_2_1,I_Q14_2_3,I_Q14_2_4,I_Q14_2_5,I_Q14_2_6,I_Q14_2_7,I_Q14_2_8,I_Q14_2_9,I_MQ14_1T,I_MQ14_2_1,I_MQ14_2_3,I_MQ14_2_4,I_MQ14_2_5,I_MQ14_2_6,I_MQ14_2_7,I_MQ14_2_8,I_MQ14_2_9,I_CQ14_1T,I_CQ14_2_1,I_CQ14_2_3,I_CQ14_2_4,I_CQ14_2_5,I_CQ14_2_6,I_CQ14_2_7,I_CQ14_2_8,I_CQ14_2_9,G_Q14_1T,G_Q14_2_2,G_Q14_2_3,G_Q14_2_4,G_Q14_2_5,G_Q14_2_6,G_Q14_2_7,G_Q14_2_8,G_Q14_2_9,G_MQ14_1T,G_MQ14_2_2,G_MQ14_2_3,G_MQ14_2_4,G_MQ14_2_5,G_MQ14_2_6,G_MQ14_2_7,G_MQ14_2_8,G_MQ14_2_9,G_CQ14_1T,G_CQ14_2_2,G_CQ14_2_3,G_CQ14_2_4,G_CQ14_2_5,G_CQ14_2_6,G_CQ14_2_7,G_CQ14_2_8,G_CQ14_2_9,A_Q14_1T,A_Q14_2_2,A_Q14_2_3,A_Q14_2_4,A_Q14_2_5,A_Q14_2_6,A_Q14_2_7,A_Q14_2_8,A_Q14_2_9,A_MQ14_1T,A_MQ14_2_2,A_MQ14_2_3,A_MQ14_2_4,A_MQ14_2_5,A_MQ14_2_6,A_MQ14_2_7,A_MQ14_2_8,A_MQ14_2_9,A_CQ14_1T,A_CQ14_2_2,A_CQ14_2_3,A_CQ14_2_4,A_CQ14_2_5,A_CQ14_2_6,A_CQ14_2_7,A_CQ14_2_8,A_CQ14_2_9,GA_Q14_2_1T,GA_Q14_2_2,GA_Q14_2_3,GA_Q14_2_4,GA_Q14_2_5,GA_Q14_2_6,GA_Q14_2_7,GA_Q14_2_8,GA_Q14_2_9,GA_MQ14_1T,GA_MQ14_2_2,GA_MQ14_2_3,GA_MQ14_2_4,GA_MQ14_2_5,GA_MQ14_2_6,GA_MQ14_2_7,GA_MQ14_2_8,GA_MQ14_2_9,GA_CQ14_1T,GA_CQ14_2_2,GA_CQ14_2_3,GA_CQ14_2_4,GA_CQ14_2_5,GA_CQ14_2_6,GA_CQ14_2_7,GA_CQ14_2_8,GA_CQ14_2_9,DAY_MQ14_1T,DAY_I_MQ14_1T,DAY_A_MQ14_1T,DAY_GA_MQ14_1T,DAY_CQ14_1T,DAY_I_CQ14_1T,DAY_A_CQ14_1T,DAY_GA_CQ14_1T,Q15_1,Q15_2A1,Q15_2A2,Q15_2A3,Q15_2A4,Q15_2A5,Q15_2A6,Q15_2A7,Q15_2A8,Q15_2A9,Q15_2A10,Q15_2A11,Q15_2A12,Q16,Q17,Q18A1,Q18A2,Q19,Q20_1,Q20_2A1,Q20_2A2,Q20_2A3,ID,D_MON,D_QUA,D_COU,D_GEN,D_AGE,D_Q5_1,D_Q13,D_Q1,DD_Q1,WT,COUNTRY,CITY,QQ_1,QQ_2,QQ_3,QQ_4,QQ_5,QQ_6,QQ_7,QQ_8,QQ_9,QQ_10,QQ_11,QQ_12,QQ_13,QQ_14,Q16_a
7832,7833,1,2.0,,,,,7.0,1.0,,,,,,1,,,,,,,,,,,1,3.0,2.0,13.0,1,9.0,2.0,1.0,2.0,9.0,1,3.0,2.0,5,1,5.0,4.0,1,2.0,3.0,4.0,7.0,,,,,,,,,,,,,,,,3,2.0,1.0,1.0,,,,,,,8.0,9.0,,,,,,,,,1.0,2.0,,4.0,,,,,4.0,0.0,,0.0,,,,,,,,,,,,,,4.0,0.0,,0.0,,,,,,,,,,,,,,5.0,1.0,,1.0,,,,,,,,,,,,,,5.0,1.0,,1.0,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,1,2.0,3.0,80.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,80,62.0,1.0,3,10.0,6.0,10.0,9.0,1.0,2,1978.31076,0.0,1978.31076,0.0,,889.33236,1088.9784,0.0,0.0,0.0,0.0,0.0,0.0,1978.31076,0.0,1978.31076,0.0,,889.33236,1088.9784,0.0,0.0,0.0,0.0,0.0,0.0,4,1,4,1,,4.0,5,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.31076,889.33236,1088.9784,0.0,0.0,0.0,0.0,0.0,0.0,1978.31076,889.33236,1088.9784,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978.31076,889.33236,1088.9784,0.0,0.0,0.0,0.0,0.0,0.0,1978.31076,889.33236,1088.9784,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,395.662152,,395.662152,,4.0,,4.0,,5,5,0,0,4,5,5,3,5,3,5,5,5,5,5,5,5,15372.0,1.0,2.0,,,1210,3,1,7,2,3,1,2,1,1,0.73821245634098,30,5497,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1
7842,7843,1,2.0,,,,,2.0,1.0,,,,,,2,1.0,,,,,,,,,,1,2.0,6.0,8.0,1,5.0,6.0,1.0,3.0,4.0,1,4.0,9.0,4,8,1.0,5.0,1,2.0,3.0,4.0,7.0,10.0,12.0,,,,,,,,,,,,,,2,4.0,7.0,1.0,,,4.0,,,,,,,,,,,,,,1.0,,3.0,,,,,,4.0,,0.0,,,,,,,,,,,,,,,4.0,,0.0,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,1,4.0,3.0,14.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,1,4.0,3.0,1,3.0,9.0,3.0,9.0,10.0,2,384.45,0.0,384.45,0.0,,0.0,384.45,0.0,0.0,0.0,0.0,0.0,0.0,384.45,0.0,384.45,0.0,,0.0,384.45,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,,1.0,4,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.45,0.0,384.45,0.0,0.0,0.0,0.0,0.0,0.0,384.45,0.0,384.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.45,0.0,384.45,0.0,0.0,0.0,0.0,0.0,0.0,384.45,0.0,384.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,76.89,,76.89,,1.0,,1.0,,5,4,5,3,3,2,5,4,4,1,4,5,4,5,5,4,4,,,,,,1211,2,1,7,1,2,1,2,1,1,0.5684797942508,30,5024,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
7843,7844,1,2.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,2.0,3.0,9.0,1,4.0,,1.0,4.0,,1,3.0,,1,1,8.0,,1,2.0,3.0,4.0,6.0,8.0,,,,,,,,,,,,,,,1,4.0,8.0,1.0,,,4.0,,,,,,,,,,,,,,1.0,,3.0,,,,,,3.0,,0.0,,,,,,,,,,,,,,,3.0,,0.0,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,4.0,,1.0,,,,,,,,,,,,,,,3,3.0,3,4,4.0,4,1,2.0,3.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,3.0,,,,,,,,1,18.0,2.0,1,2.0,,3.0,9.0,,2,986.37,0.0,986.37,0.0,,602.07,358.68,25.62,0.0,0.0,0.0,0.0,0.0,986.37,0.0,986.37,0.0,,602.07,358.68,25.62,0.0,0.0,0.0,0.0,0.0,2,1,2,1,,4.0,4,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.37,602.07,358.68,25.62,0.0,0.0,0.0,0.0,0.0,986.37,602.07,358.68,25.62,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,986.37,602.07,358.68,25.62,0.0,0.0,0.0,0.0,0.0,986.37,602.07,358.68,25.62,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,246.5925,,246.5925,,3.0,,3.0,,4,3,4,3,3,3,5,4,4,3,3,4,5,3,3,3,4,,1.0,2.0,,,1211,3,1,7,2,1,1,2,1,1,0.7794953830383299,30,5001,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
7851,7852,1,2.0,,,,,3.0,1.0,,,,,,1,,,,,,,,,,,1,2.0,1.0,,1,2.0,,1.0,,,3,4.0,,4,1,,,1,2.0,12.0,,,,,,,,,,,,,,,,,,1,2.0,12.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,1,4.0,5.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,1,4.0,5.0,1,,,3.0,,,2,884.235,0.0,884.235,0.0,,768.9,76.89,25.63,0.0,0.0,0.0,12.815,0.0,884.235,0.0,884.235,0.0,,768.9,76.89,25.63,0.0,0.0,0.0,12.815,0.0,2,1,2,1,,4.0,2,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,884.235,768.9,76.89,25.63,0.0,0.0,0.0,12.815,0.0,884.235,768.9,76.89,25.63,0.0,0.0,0.0,12.815,0.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,884.235,768.9,76.89,25.63,0.0,0.0,0.0,12.815,0.0,884.235,768.9,76.89,25.63,0.0,0.0,0.0,12.815,0.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,176.847,,,176.847,2.0,,,2.0,4,3,4,4,4,4,4,4,4,3,4,4,4,2,4,3,4,,,,,,1212,2,1,7,1,5,1,3,1,1,0.39222759944457003,30,5454,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7852,7853,1,2.0,,,,,2.0,1.0,,,,,,1,,,,,,,,,,,1,14.0,15.0,7.0,2,4.0,6.0,1.0,2.0,6.0,7,3.0,1.0,3,1,6.0,7.0,2,3.0,4.0,7.0,11.0,12.0,,,,,,,,,,,,,,,7,4.0,2.0,1.0,,,,,,,8.0,,,,,,,,,,1.0,2.0,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,4.0,0.0,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,4,62.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,4.0,,,,,,1,4.0,62.0,2,11.0,,3.0,6.0,,2,1051.7716380000002,779.527038,272.2446,0.0,,762.2848799999999,272.2446,0.0,0.0,0.0,0.0,17.242158,0.0,1051.7716380000002,779.527038,272.2446,0.0,,762.2848799999999,272.2446,0.0,0.0,0.0,0.0,17.242158,0.0,3,2,1,1,,4.0,4,1,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.7716380000002,762.2848799999999,272.2446,0.0,0.0,0.0,0.0,17.242158,0.0,1051.7716380000002,762.2848799999999,272.2446,0.0,0.0,0.0,0.0,17.242158,0.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.7716380000002,762.2848799999999,272.2446,0.0,0.0,0.0,0.0,17.242158,0.0,1051.7716380000002,762.2848799999999,272.2446,0.0,0.0,0.0,0.0,17.242158,0.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,210.3543276,,210.3543276,,3.0,,3.0,,4,4,3,3,3,3,3,3,4,2,3,4,3,5,5,4,4,,1.0,1.0,2.0,,1212,3,1,7,2,2,1,2,1,1,0.7794953830383299,30,5001,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1
7861,7862,1,2.0,,,,,3.0,1.0,,,,,,1,,,,,,,,,,,1,2.0,1.0,3.0,1,2.0,6.0,3.0,2.0,1.0,1,3.0,4.0,2,1,2.0,5.0,1,2.0,3.0,4.0,6.0,,,,,,,,,,,,,,,,2,4.0,6.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,1,2.0,3.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,1,2.0,3.0,3,4.0,2.0,3.0,5.0,7.0,1,845.79,0.0,845.79,0.0,205.04,,384.45,128.15,128.15,0.0,0.0,0.0,0.0,845.79,0.0,845.79,0.0,205.04,,384.45,128.15,128.15,0.0,0.0,0.0,0.0,2,1,2,1,3.0,,4,4,3,1,1,1,1,845.79,205.04,384.45,128.15,128.15,0.0,0.0,0.0,0.0,845.79,205.04,384.45,128.15,128.15,0.0,0.0,0.0,0.0,2.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.158,169.158,,,2.0,2.0,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,,,,,,1213,2,1,7,2,5,1,1,1,1,0.36399909796939,30,5001,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
7862,7863,1,2.0,,,,,8.0,1.0,,,,,,1,,,,,,,,,,,1,1.0,2.0,7.0,1,3.0,5.0,1.0,3.0,4.0,1,2.0,6.0,1,1,2.0,3.0,1,2.0,3.0,4.0,5.0,7.0,8.0,10.0,12.0,14.0,15.0,,,,,,,,,,2,7.0,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,1,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,4.0,,,,,,1,3.0,2.0,1,3.0,4.0,3.0,9.0,11.0,2,1086.288,614.88,471.408,0.0,,614.88,358.68,102.48,10.248,0.0,0.0,0.0,0.0,1086.288,614.88,471.408,0.0,,614.88,358.68,102.48,10.248,0.0,0.0,0.0,0.0,3,2,1,1,,4.0,4,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.288,614.88,358.68,102.48,10.248,0.0,0.0,0.0,0.0,1086.288,614.88,358.68,102.48,10.248,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.288,614.88,358.68,102.48,10.248,0.0,0.0,0.0,0.0,1086.288,614.88,358.68,102.48,10.248,0.0,0.0,0.0,0.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,217.2576,,217.2576,,3.0,,3.0,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,1.0,2.0,,,1213,3,1,7,1,1,1,2,1,1,0.78794792206335,30,6049,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1
7872,7873,1,2.0,,,,,40.0,1.0,,,,,,1,,,,,,,,,,,1,7.0,3.0,9.0,1,3.0,5.0,1.0,2.0,6.0,5,1.0,3.0,4,1,2.0,5.0,2,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,16.0,,,,,,,,,3,2.0,5.0,1.0,,,4.0,,,,,,,,,,,,,,1.0,,3.0,,,,,,4.0,,0.0,,,,,,,,,,,,,,,4.0,,0.0,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,3,17.0,1.0,10.0,4.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,17,4.0,10.0,3,2.0,11.0,10.0,9.0,3.0,2,1587.6714,0.0,1587.6714,0.0,,793.4514,691.74,102.48,0.0,0.0,0.0,0.0,0.0,1587.6714,0.0,1587.6714,0.0,,793.4514,691.74,102.48,0.0,0.0,0.0,0.0,0.0,4,1,4,1,,4.0,5,4,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.6714,793.4514,691.74,102.48,0.0,0.0,0.0,0.0,0.0,1587.6714,793.4514,691.74,102.48,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.6714,793.4514,691.74,102.48,0.0,0.0,0.0,0.0,0.0,1587.6714,793.4514,691.74,102.48,0.0,0.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,317.53427999999997,,317.53427999999997,,4.0,,4.0,,4,3,3,4,3,4,4,4,4,4,4,4,4,5,5,5,4,,1.0,2.0,,,1214,3,1,7,2,4,1,2,1,1,0.55764416052269,30,5659,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1
7923,7924,3,2.0,,,,,3.0,1.0,,,,,,1,,,,,,,,,,,1,3.0,,,1,7.0,6.0,1.0,3.0,5.0,2,6.0,5.0,4,1,2.0,3.0,2,3.0,4.0,8.0,10.0,18.0,,,,,,,,,,,,,,,18,10.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,8.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,8,8.0,8,9,9.0,9,1,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,14.0,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,8.0,,,,,,2,4.0,5.0,3,6.0,10.0,3.0,4.0,11.0,1,360.15,0.0,360.15,0.0,0.0,,120.05,72.03,120.05,0.0,48.02,0.0,0.0,360.15,0.0,360.15,0.0,0.0,,120.05,72.03,120.05,0.0,48.02,0.0,0.0,1,1,1,1,1.0,,3,3,3,1,3,1,1,360.15,0.0,120.05,72.03,120.05,0.0,48.02,0.0,0.0,360.15,0.0,120.05,72.03,120.05,0.0,48.02,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0166666666667,40.0166666666667,,,1.0,1.0,,,4,4,5,4,5,4,4,4,4,3,4,4,4,4,4,4,5,,1.0,2.0,,,1218,12,4,7,2,3,1,1,3,2,1.1058769587609198,30,5001,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
7934,7935,2,4.0,,,,,28.0,1.0,,,,,,1,,,,,,,,,,,1,17.0,,,4,5.0,,,,,4,9.0,,5,9,,,1,2.0,3.0,4.0,,,,,,,,,,,,,,,,,1,2.0,4.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4,4.0,4,5,5.0,5,1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,4.0,,,,,,,,1,3.0,,1,2.0,,3.0,10.0,,2,203.09598,0.0,203.09598,0.0,,0.0,176.6052,26.490779999999997,0.0,0.0,0.0,0.0,0.0,203.09598,0.0,203.09598,0.0,,0.0,176.6052,26.490779999999997,0.0,0.0,0.0,0.0,0.0,1,1,1,1,,1.0,3,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.09598,0.0,176.6052,26.490779999999997,0.0,0.0,0.0,0.0,0.0,203.09598,0.0,176.6052,26.490779999999997,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.09598,0.0,176.6052,26.490779999999997,0.0,0.0,0.0,0.0,0.0,203.09598,0.0,176.6052,26.490779999999997,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,40.619196,,40.619196,,1.0,,1.0,,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,,1.0,2.0,,,1219,12,4,7,1,3,1,2,2,2,0.88321585640478,30,5001,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
7945,7946,1,,,,,,,1.0,,,,,,1,,,,,,,,,,,1,4.0,,,6,,,,,,6,,,5,6,,,1,2.0,3.0,,,,,,,,,,,,,,,,,,1,2.0,3.0,,,,,,6.0,,,,,,,,,,,,,,,,5.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,4,4.0,4,5,5.0,5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4.0,,,,27,,,1,2.0,,1.0,,,1,441.51300000000003,0.0,441.51300000000003,0.0,0.0,,176.6052,176.6052,88.3026,0.0,0.0,0.0,0.0,441.51300000000003,0.0,441.51300000000003,0.0,0.0,,176.6052,176.6052,88.3026,0.0,0.0,0.0,0.0,1,1,1,1,1.0,,3,4,2,1,1,1,1,441.51300000000003,0.0,176.6052,176.6052,88.3026,0.0,0.0,0.0,0.0,441.51300000000003,0.0,176.6052,176.6052,88.3026,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3026,88.3026,,,1.0,1.0,,,4,4,4,3,4,3,4,4,3,3,3,4,3,4,4,4,4,,2.0,,,,1220,12,4,7,2,5,1,1,1,1,0.76609047533346,30,5001,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
